,"Filtered Water Flow Rate, GPM","Filtered Water Flow Rate, m3/hr"
7/26/2024 18:00,48,10.90198594
7/26/2024 18:15,48.00676683,10.90352285
7/26/2024 18:30,47.21109998,10.72280725
7/26/2024 18:45,47.50222222,10.7889283
7/26/2024 19:00,48,10.90198594
7/26/2024 19:15,48,10.90198594
7/26/2024 19:30,48,10.90198594
7/26/2024 19:45,46.66666667,10.59915299
7/26/2024 20:00,47.96663339,10.89440755
7/26/2024 20:15,48.03354439,10.9096047
7/26/2024 20:30,47.16444444,10.71221063
7/26/2024 20:45,47.50222222,10.7889283
7/26/2024 21:00,48,10.90198594
7/26/2024 21:15,46.66666667,10.59915299
7/26/2024 21:30,48,10.90198594
7/26/2024 21:45,48,10.90198594
7/26/2024 22:00,47.16444444,10.71221063
7/26/2024 22:15,47.50222222,10.7889283
7/26/2024 22:30,48,10.90198594
7/26/2024 22:45,46.66666667,10.59915299
7/26/2024 23:00,48,10.90198594
7/26/2024 23:15,48,10.90198594
7/26/2024 23:30,47.16444444,10.71221063
7/26/2024 23:45,47.55786682,10.80156657
7/27/2024 0:00,48,10.90198594
7/27/2024 0:15,46.62249647,10.58912085
7/27/2024 0:30,48.0465665,10.91256234
7/27/2024 0:45,46.62249647,10.58912085
7/27/2024 1:00,48.0465665,10.91256234
7/27/2024 1:15,48,10.90198594
7/27/2024 1:30,48,10.90198594
7/27/2024 1:45,46.66666667,10.59915299
7/27/2024 2:00,48,10.90198594
7/27/2024 2:15,47.82888889,10.86312238
7/27/2024 2:30,46.83777778,10.63801655
7/27/2024 2:45,48,10.90198594
7/27/2024 3:00,48,10.90198594
7/27/2024 3:15,47.82888889,10.86312238
7/27/2024 3:30,46.83777778,10.63801655
7/27/2024 3:45,48,10.90198594
7/27/2024 4:00,48,10.90198594
7/27/2024 4:15,46.66666667,10.59915299
7/27/2024 4:30,48,10.90198594
7/27/2024 4:45,48,10.90198594
7/27/2024 5:00,47.19225376,10.71852681
7/27/2024 5:15,47.52560935,10.7942401
7/27/2024 5:30,48,10.90198594
7/27/2024 5:45,47.82666667,10.86261765
7/27/2024 6:00,46.84,10.63852128
7/27/2024 6:15,48,10.90198594
7/27/2024 6:30,48,10.90198594
7/27/2024 6:45,46.66666667,10.59915299
7/27/2024 7:00,48,10.90198594
7/27/2024 7:15,48,10.90198594
7/27/2024 7:30,47.16,10.71120118
7/27/2024 7:45,47.50666667,10.78993775
7/27/2024 8:00,48,10.90198594
7/27/2024 8:15,48,10.90198594
7/27/2024 8:30,47.16,10.71120118
7/27/2024 8:45,47.50666667,10.78993775
7/27/2024 9:00,48,10.90198594
7/27/2024 9:15,46.66666667,10.59915299
7/27/2024 9:30,48,10.90198594
7/27/2024 9:45,47.82666667,10.86261765
7/27/2024 10:00,46.84,10.63852128
7/27/2024 10:15,48,10.90198594
7/27/2024 10:30,48.03374513,10.90965029
7/27/2024 10:45,46.68634391,10.60362218
7/27/2024 11:00,48,10.90198594
7/27/2024 11:15,46.66666667,10.59915299
7/27/2024 11:30,48,10.90198594
7/27/2024 11:45,46.66666667,10.59915299
7/27/2024 12:00,48,10.90198594
7/27/2024 12:15,47.82444444,10.86211293
7/27/2024 12:30,46.84222222,10.639026
7/27/2024 12:45,48,10.90198594
7/27/2024 13:00,47.15777778,10.71069646
7/27/2024 13:15,47.50888889,10.79044247
7/27/2024 13:30,47.15777778,10.71069646
7/27/2024 13:45,47.50888889,10.79044247
7/27/2024 14:00,48,10.90198594
7/27/2024 14:15,46.66666667,10.59915299
7/27/2024 14:30,48,10.90198594
7/27/2024 14:45,46.66666667,10.59915299
7/27/2024 15:00,48,10.90198594
7/27/2024 15:15,47.82444444,10.86211293
7/27/2024 15:30,46.84222222,10.639026
7/27/2024 15:45,48.05342237,10.91411948
7/27/2024 16:00,48,10.90198594
7/27/2024 16:15,46.66666667,10.59915299
7/27/2024 16:30,48,10.90198594
7/27/2024 16:45,46.66666667,10.59915299
7/27/2024 17:00,48,10.90198594
7/27/2024 17:15,46.66666667,10.59915299
7/27/2024 17:30,48,10.90198594
7/27/2024 17:45,47.82222222,10.86160821
7/27/2024 18:00,46.84444444,10.63953072
7/27/2024 18:15,48,10.90198594
7/27/2024 18:30,47.15555556,10.71019174
7/27/2024 18:45,47.51111111,10.79094719
7/27/2024 19:00,47.15555556,10.71019174
7/27/2024 19:15,47.51111111,10.79094719
7/27/2024 19:30,48,10.90198594
7/27/2024 19:45,46.66666667,10.59915299
7/27/2024 20:00,48,10.90198594
7/27/2024 20:15,47.82222222,10.86160821
7/27/2024 20:30,46.84444444,10.63953072
7/27/2024 20:45,47.82691152,10.86267327
7/27/2024 21:00,46.85714127,10.64241448
7/27/2024 21:15,47.8073885,10.85823911
7/27/2024 21:30,46.89095159,10.65009364
7/27/2024 21:45,47.95396743,10.8915308
7/27/2024 22:00,47.16714213,10.71282334
7/27/2024 22:15,47.54813119,10.79935536
7/27/2024 22:30,47.15333333,10.70968702
7/27/2024 22:45,47.51333333,10.79145191
7/27/2024 23:00,47.15333333,10.70968702
7/27/2024 23:15,47.51333333,10.79145191
7/27/2024 23:30,48,10.90198594
7/27/2024 23:45,46.66666667,10.59915299
7/28/2024 0:00,48,10.90198594
7/28/2024 0:15,46.66666667,10.59915299
7/28/2024 0:30,48,10.90198594
7/28/2024 0:45,47.82,10.86110349
7/28/2024 1:00,46.84666667,10.64003544
7/28/2024 1:15,47.82,10.86110349
7/28/2024 1:30,46.84666667,10.64003544
7/28/2024 1:45,47.82,10.86110349
7/28/2024 2:00,46.84666667,10.64003544
7/28/2024 2:15,47.82477462,10.86218792
7/28/2024 2:30,46.89308848,10.65057898
7/28/2024 2:45,47.81777778,10.86059877
7/28/2024 3:00,46.84888889,10.64054016
7/28/2024 3:15,47.81777778,10.86059877
7/28/2024 3:30,46.84888889,10.64054016
7/28/2024 3:45,47.81777778,10.86059877
7/28/2024 4:00,46.84888889,10.64054016
7/28/2024 4:15,47.77153003,10.85009476
7/28/2024 4:30,46.89308848,10.65057898
7/28/2024 4:45,47.81777778,10.86059877
7/28/2024 5:00,46.84888889,10.64054016
7/28/2024 5:15,48,10.90198594
7/28/2024 5:30,47.15111111,10.7091823
7/28/2024 5:45,47.51555556,10.79195663
7/28/2024 6:00,47.15111111,10.7091823
7/28/2024 6:15,47.33333333,10.75056946
7/28/2024 6:30,46.84888889,10.64054016
7/28/2024 6:45,48,10.90198594
7/28/2024 7:00,47.15111111,10.7091823
7/28/2024 7:15,47.33333333,10.75056946
7/28/2024 7:30,46.84888889,10.64054016
7/28/2024 7:45,47.82263773,10.86170258
7/28/2024 8:00,46.89522538,10.65106432
7/28/2024 8:15,48,10.90198594
7/28/2024 8:30,47.14888889,10.70867757
7/28/2024 8:45,46.18444444,10.48962841
7/28/2024 9:00,47.14888889,10.70867757
7/28/2024 9:15,47.51777778,10.79246136
7/28/2024 9:30,47.14888889,10.70867757
7/28/2024 9:45,46.18444444,10.48962841
7/28/2024 10:00,48,10.90198594
7/28/2024 10:15,46.66666667,10.59915299
7/28/2024 10:30,48,10.90198594
7/28/2024 10:45,46.66666667,10.59915299
7/28/2024 11:00,48,10.90198594
7/28/2024 11:15,46.66666667,10.59915299
7/28/2024 11:30,48,10.90198594
7/28/2024 11:45,46.66666667,10.59915299
7/28/2024 12:00,47.14888889,10.70867757
7/28/2024 12:15,47.33333333,10.75056946
7/28/2024 12:30,46.85111111,10.64104488
7/28/2024 12:45,47.81555556,10.86009405
7/28/2024 13:00,46.88752365,10.64931507
7/28/2024 13:15,47.83256539,10.8639574
7/28/2024 13:30,46.85333333,10.64154961
7/28/2024 13:45,46.66666667,10.59915299
7/28/2024 14:00,48,10.90198594
7/28/2024 14:15,46.66666667,10.59915299
7/28/2024 14:30,48,10.90198594
7/28/2024 14:45,46.66666667,10.59915299
7/28/2024 15:00,47.14666667,10.70817285
7/28/2024 15:15,47.52,10.79296608
7/28/2024 15:30,47.14666667,10.70817285
7/28/2024 15:45,47.52,10.79296608
7/28/2024 16:00,47.14666667,10.70817285
7/28/2024 16:15,47.52,10.79296608
7/28/2024 16:30,47.14666667,10.70817285
7/28/2024 16:45,47.52,10.79296608
7/28/2024 17:00,47.14666667,10.70817285
7/28/2024 17:15,47.33333333,10.75056946
7/28/2024 17:30,46.85333333,10.64154961
7/28/2024 17:45,48,10.90198594
7/28/2024 18:00,47.14666667,10.70817285
7/28/2024 18:15,47.33333333,10.75056946
7/28/2024 18:30,46.88983491,10.64984002
7/28/2024 18:45,47.83025413,10.86343245
7/28/2024 19:00,46.85555556,10.64205433
7/28/2024 19:15,47.81111111,10.8590846
7/28/2024 19:30,46.85555556,10.64205433
7/28/2024 19:45,47.81111111,10.8590846
7/28/2024 20:00,46.85555556,10.64205433
7/28/2024 20:15,46.66666667,10.59915299
7/28/2024 20:30,48,10.90198594
7/28/2024 20:45,46.66666667,10.59915299
7/28/2024 21:00,47.90555556,10.88053527
7/28/2024 21:15,47.09444444,10.6963119
7/28/2024 21:30,48,10.90198594
7/28/2024 21:45,46.66666667,10.59915299
7/28/2024 22:00,47.14444444,10.70766813
7/28/2024 22:15,47.52222222,10.7934708
7/28/2024 22:30,47.14444444,10.70766813
7/28/2024 22:45,47.52222222,10.7934708
7/28/2024 23:00,47.14444444,10.70766813
7/28/2024 23:15,47.52222222,10.7934708
7/28/2024 23:30,47.14444444,10.70766813
7/28/2024 23:45,47.33844927,10.75173142
7/29/2024 0:00,46.90163606,10.65252035
7/29/2024 0:15,47.80888889,10.85857988
7/29/2024 0:30,46.85777778,10.64255905
7/29/2024 0:45,47.80888889,10.85857988
7/29/2024 1:00,46.85777778,10.64255905
7/29/2024 1:15,47.80157515,10.85691875
7/29/2024 1:30,46.84843384,10.64043681
7/29/2024 1:45,46.68572065,10.60348062
7/29/2024 2:00,48,10.90198594
7/29/2024 2:15,46.66666667,10.59915299
7/29/2024 2:30,48,10.90198594
7/29/2024 2:45,46.66666667,10.59915299
7/29/2024 3:00,47.14222222,10.70716341
7/29/2024 3:15,47.52444444,10.79397552
7/29/2024 3:30,47.14222222,10.70716341
7/29/2024 3:45,47.52444444,10.79397552
7/29/2024 4:00,47.14222222,10.70716341
7/29/2024 4:15,47.33333333,10.75056946
7/29/2024 4:30,46.85777778,10.64255905
7/29/2024 4:45,47.80888889,10.85857988
7/29/2024 5:00,46.85777778,10.64255905
7/29/2024 5:15,46.71786311,10.61078097
7/29/2024 5:30,48,10.90198594
7/29/2024 5:45,46.66666667,10.59915299
7/29/2024 6:00,48,10.90198594
7/29/2024 6:15,46.62338684,10.58932308
7/29/2024 6:30,48.04567613,10.91236011
7/29/2024 6:45,46.66666667,10.59915299
7/29/2024 7:00,47.14,10.70665869
7/29/2024 7:15,47.52666667,10.79448024
7/29/2024 7:30,47.14,10.70665869
7/29/2024 7:45,47.33333333,10.75056946
7/29/2024 8:00,46.86,10.64306377
7/29/2024 8:15,16.69333333,3.791468442
7/29/2024 8:30,0,0
7/29/2024 8:45,0,0
7/29/2024 9:00,0,0
7/29/2024 9:15,0,0
7/29/2024 9:30,0,0
7/29/2024 9:45,0,0
7/29/2024 10:00,0,0
7/29/2024 10:15,3.093333333,0.702572427
7/29/2024 10:30,38.93232424,8.842492737
7/29/2024 10:45,47.82332035,10.86185762
7/29/2024 11:00,46.86222222,10.64356849
7/29/2024 11:15,48,10.90198594
7/29/2024 11:30,47.13777778,10.70615397
7/29/2024 11:45,47.52888889,10.79498496
7/29/2024 12:00,48,10.90198594
7/29/2024 12:15,46.66666667,10.59915299
7/29/2024 12:30,48,10.90198594
7/29/2024 12:45,47.80444444,10.85757044
7/29/2024 13:00,46.86222222,10.64356849
7/29/2024 13:15,48,10.90198594
7/29/2024 13:30,47.13777778,10.70615397
7/29/2024 13:45,47.52888889,10.79498496
7/29/2024 14:00,48,10.90198594
7/29/2024 14:15,46.66666667,10.59915299
7/29/2024 14:30,48,10.90198594
7/29/2024 14:45,48,10.90198594
7/29/2024 15:00,47.13777778,10.70615397
7/29/2024 15:15,47.52888889,10.79498496
7/29/2024 15:30,48,10.90198594
7/29/2024 15:45,48.00792432,10.90378574
7/29/2024 16:00,47.18105361,10.71598298
7/29/2024 16:15,47.53111111,10.79548968
7/29/2024 16:30,48,10.90198594
7/29/2024 16:45,46.66666667,10.59915299
7/29/2024 17:00,47.96547976,10.89414554
7/29/2024 17:15,47.83692024,10.86494649
7/29/2024 17:30,46.86444444,10.64407321
7/29/2024 17:45,48,10.90198594
7/29/2024 18:00,47.13555556,10.70564924
7/29/2024 18:15,47.53111111,10.79548968
7/29/2024 18:30,48,10.90198594
7/29/2024 18:45,46.66666667,10.59915299
7/29/2024 19:00,48,10.90198594
7/29/2024 19:15,47.80222222,10.85706572
7/29/2024 19:30,46.86444444,10.64407321
7/29/2024 19:45,48,10.90198594
7/29/2024 20:00,47.13555556,10.70564924
7/29/2024 20:15,47.53111111,10.79548968
7/29/2024 20:30,48,10.90198594
7/29/2024 20:45,47.80222222,10.85706572
7/29/2024 21:00,46.86444444,10.64407321
7/29/2024 21:15,47.84576846,10.86695614
7/29/2024 21:30,46.85801905,10.64261385
7/29/2024 21:45,48.01869783,10.90623268
7/29/2024 22:00,47.13333333,10.70514452
7/29/2024 22:15,47.53333333,10.79599441
7/29/2024 22:30,48,10.90198594
7/29/2024 22:45,46.66666667,10.59915299
7/29/2024 23:00,48,10.90198594
7/29/2024 23:15,47.8,10.85656099
7/29/2024 23:30,46.86666667,10.64457793
7/29/2024 23:45,48,10.90198594
7/30/2024 0:00,47.13333333,10.70514452
7/30/2024 0:15,47.53333333,10.79599441
7/30/2024 0:30,48,10.90198594
7/30/2024 0:45,46.66666667,10.59915299
7/30/2024 1:00,48,10.90198594
7/30/2024 1:15,39.2,8.903288514
7/30/2024 1:30,0,0
7/30/2024 1:45,0,0
7/30/2024 2:00,0,0
7/30/2024 2:15,3.2,0.726799062
7/30/2024 2:30,38.98592469,8.854666722
7/30/2024 2:45,48.01860879,10.90621245
7/30/2024 3:00,48,10.90198594
7/30/2024 3:15,48,10.90198594
7/30/2024 3:30,48,10.90198594
7/30/2024 3:45,48,10.90198594
7/30/2024 4:00,48,10.90198594
7/30/2024 4:15,48,10.90198594
7/30/2024 4:30,48,10.90198594
7/30/2024 4:45,48,10.90198594
7/30/2024 5:00,48,10.90198594
7/30/2024 5:15,48,10.90198594
7/30/2024 5:30,48,10.90198594
7/30/2024 5:45,48,10.90198594
7/30/2024 6:00,48,10.90198594
7/30/2024 6:15,48,10.90198594
7/30/2024 6:30,47.13111111,10.7046398
7/30/2024 6:45,47.53555556,10.79649913
7/30/2024 7:00,48,10.90198594
7/30/2024 7:15,48,10.90198594
7/30/2024 7:30,48,10.90198594
7/30/2024 7:45,48.00819143,10.90384641
7/30/2024 8:00,48.04523094,10.912259
7/30/2024 8:15,47.95494684,10.89175325
7/30/2024 8:30,48.04523094,10.912259
7/30/2024 8:45,48,10.90198594
7/30/2024 9:00,48,10.90198594
7/30/2024 9:15,48,10.90198594
7/30/2024 9:30,48,10.90198594
7/30/2024 9:45,48,10.90198594
7/30/2024 10:00,48,10.90198594
7/30/2024 10:15,48,10.90198594
7/30/2024 10:30,48,10.90198594
7/30/2024 10:45,48,10.90198594
7/30/2024 11:00,48,10.90198594
7/30/2024 11:15,47.79555556,10.85555155
7/30/2024 11:30,46.87111111,10.64558738
7/30/2024 11:45,48,10.90198594
7/30/2024 12:00,48,10.90198594
7/30/2024 12:15,48,10.90198594
7/30/2024 12:30,48,10.90198594
7/30/2024 12:45,48,10.90198594
7/30/2024 13:00,48,10.90198594
7/30/2024 13:15,48.00828047,10.90386663
7/30/2024 13:30,48.0451419,10.91223878
7/30/2024 13:45,48,10.90198594
7/30/2024 14:00,47.12666667,10.70363036
7/30/2024 14:15,47.54,10.79750857
7/30/2024 14:30,48,10.90198594
7/30/2024 14:45,48,10.90198594
7/30/2024 15:00,48,10.90198594
7/30/2024 15:15,48,10.90198594
7/30/2024 15:30,48,10.90198594
7/30/2024 15:45,48,10.90198594
7/30/2024 16:00,48,10.90198594
7/30/2024 16:15,48,10.90198594
7/30/2024 16:30,48,10.90198594
7/30/2024 16:45,48,10.90198594
7/30/2024 17:00,48,10.90198594
7/30/2024 17:15,47.79333333,10.85504683
7/30/2024 17:30,46.87333333,10.6460921
7/30/2024 17:45,48,10.90198594
7/30/2024 18:00,48,10.90198594
7/30/2024 18:15,48.0083695,10.90388686
7/30/2024 18:30,48.01008892,10.90427738
7/30/2024 18:45,47.99000012,10.89971472
7/30/2024 19:00,48.04505287,10.91221855
7/30/2024 19:15,48,10.90198594
7/30/2024 19:30,48,10.90198594
7/30/2024 19:45,46.66666667,10.59915299
7/30/2024 20:00,48,10.90198594
7/30/2024 20:15,48,10.90198594
7/30/2024 20:30,48,10.90198594
7/30/2024 20:45,48,10.90198594
7/30/2024 21:00,48,10.90198594
7/30/2024 21:15,47.79111111,10.85454211
7/30/2024 21:30,46.87555556,10.64659682
7/30/2024 21:45,48,10.90198594
7/30/2024 22:00,48,10.90198594
7/30/2024 22:15,48,10.90198594
7/30/2024 22:30,48,10.90198594
7/30/2024 22:45,48,10.90198594
7/30/2024 23:00,48,10.90198594
7/30/2024 23:15,46.66666667,10.59915299
7/30/2024 23:30,48,10.90198594
7/30/2024 23:45,48,10.90198594
7/31/2024 0:00,48.03516973,10.90997385
7/31/2024 0:15,48.01825264,10.90613156
7/31/2024 0:30,48,10.90198594
7/31/2024 0:45,46.66666667,10.59915299
7/31/2024 1:00,48,10.90198594
7/31/2024 1:15,48,10.90198594
7/31/2024 1:30,48,10.90198594
7/31/2024 1:45,48,10.90198594
7/31/2024 2:00,48,10.90198594
7/31/2024 2:15,48,10.90198594
7/31/2024 2:30,48,10.90198594
7/31/2024 2:45,48,10.90198594
7/31/2024 3:00,48,10.90198594
7/31/2024 3:15,48,10.90198594
7/31/2024 3:30,47.12222222,10.70262092
7/31/2024 3:45,47.54444444,10.79851801
7/31/2024 4:00,48,10.90198594
7/31/2024 4:15,48,10.90198594
7/31/2024 4:30,48,10.90198594
7/31/2024 4:45,48,10.90198594
7/31/2024 5:00,47.12222222,10.70262092
7/31/2024 5:15,47.54444444,10.79851801
7/31/2024 5:30,48.03525876,10.90999407
7/31/2024 5:45,48.01816361,10.90611134
7/31/2024 6:00,47.96485857,10.89400445
7/31/2024 6:15,47.82198588,10.86155453
7/31/2024 6:30,46.88,10.64760626
7/31/2024 6:45,48,10.90198594
7/31/2024 7:00,48,10.90198594
7/31/2024 7:15,48,10.90198594
7/31/2024 7:30,48,10.90198594
7/31/2024 7:45,48,10.90198594
7/31/2024 8:00,48,10.90198594
7/31/2024 8:15,47.78666667,10.85353267
7/31/2024 8:30,46.88,10.64760626
7/31/2024 8:45,48,10.90198594
7/31/2024 9:00,48,10.90198594
7/31/2024 9:15,48,10.90198594
7/31/2024 9:30,48,10.90198594
7/31/2024 9:45,48,10.90198594
7/31/2024 10:00,48,10.90198594
7/31/2024 10:15,48,10.90198594
7/31/2024 10:30,47.15165275,10.70930532
7/31/2024 10:45,47.56621035,10.80346159
7/31/2024 11:00,48,10.90198594
7/31/2024 11:15,48,10.90198594
7/31/2024 11:30,48,10.90198594
7/31/2024 11:45,48,10.90198594
7/31/2024 12:00,48,10.90198594
7/31/2024 12:15,47.99139212,10.90003087
7/31/2024 12:30,47.99071109,10.89987619
7/31/2024 12:45,46.68474124,10.60325817
7/31/2024 13:00,48,10.90198594
7/31/2024 13:15,48,10.90198594
7/31/2024 13:30,48,10.90198594
7/31/2024 13:45,48,10.90198594
7/31/2024 14:00,48,10.90198594
7/31/2024 14:15,46.66666667,10.59915299
7/31/2024 14:30,48,10.90198594
7/31/2024 14:45,48,10.90198594
7/31/2024 15:00,48,10.90198594
7/31/2024 15:15,48,10.90198594
7/31/2024 15:30,48,10.90198594
7/31/2024 15:45,47.78444444,10.85302794
7/31/2024 16:00,46.91988128,10.65666429
7/31/2024 16:15,48.01798553,10.90607089
7/31/2024 16:30,48,10.90198594
7/31/2024 16:45,48,10.90198594
7/31/2024 17:00,48,10.90198594
7/31/2024 17:15,46.66666667,10.59915299
7/31/2024 17:30,48,10.90198594
7/31/2024 17:45,48,10.90198594
7/31/2024 18:00,48,10.90198594
7/31/2024 18:15,47.78222222,10.85252322
7/31/2024 18:30,46.88444444,10.64861571
7/31/2024 18:45,48,10.90198594
7/31/2024 19:00,48,10.90198594
7/31/2024 19:15,47.78222222,10.85252322
7/31/2024 19:30,46.88444444,10.64861571
7/31/2024 19:45,48,10.90198594
7/31/2024 20:00,48,10.90198594
7/31/2024 20:15,48,10.90198594
7/31/2024 20:30,48,10.90198594
7/31/2024 20:45,46.66666667,10.59915299
7/31/2024 21:00,48,10.90198594
7/31/2024 21:15,48,10.90198594
7/31/2024 21:30,48.03552588,10.91005474
7/31/2024 21:45,47.79789649,10.85608324
7/31/2024 22:00,46.88666667,10.64912043
7/31/2024 22:15,48,10.90198594
7/31/2024 22:30,48,10.90198594
7/31/2024 22:45,48,10.90198594
7/31/2024 23:00,47.11333333,10.70060203
7/31/2024 23:15,47.55333333,10.8005369
7/31/2024 23:30,48,10.90198594
7/31/2024 23:45,48,10.90198594
8/1/2024 0:00,48,10.90198594
8/1/2024 0:15,46.66666667,10.59915299
8/1/2024 0:30,48,10.90198594
8/1/2024 0:45,48,10.90198594
8/1/2024 1:00,48,10.90198594
8/1/2024 1:15,46.66666667,10.59915299
8/1/2024 1:30,48,10.90198594
8/1/2024 1:45,48,10.90198594
8/1/2024 2:00,48,10.90198594
8/1/2024 2:15,46.66666667,10.59915299
8/1/2024 2:30,48,10.90198594
8/1/2024 2:45,48.05342237,10.91411948
8/1/2024 3:00,47.11111111,10.70009731
8/1/2024 3:15,47.55555556,10.80104162
8/1/2024 3:30,48,10.90198594
8/1/2024 3:45,47.77777778,10.85151378
8/1/2024 4:00,46.88888889,10.64962515
8/1/2024 4:15,48,10.90198594
8/1/2024 4:30,48,10.90198594
8/1/2024 4:45,48,10.90198594
8/1/2024 5:00,47.11111111,10.70009731
8/1/2024 5:15,47.55555556,10.80104162
8/1/2024 5:30,48,10.90198594
8/1/2024 5:45,48,10.90198594
8/1/2024 6:00,47.11111111,10.70009731
8/1/2024 6:15,47.55555556,10.80104162
8/1/2024 6:30,48,10.90198594
8/1/2024 6:45,48,10.90198594
8/1/2024 7:00,47.11111111,10.70009731
8/1/2024 7:15,47.55555556,10.80104162
8/1/2024 7:30,48,10.90198594
8/1/2024 7:45,48,10.90198594
8/1/2024 8:00,48,10.90198594
8/1/2024 8:15,47.82897793,10.8631426
8/1/2024 8:30,46.89111111,10.65012987
8/1/2024 8:45,48,10.90198594
8/1/2024 9:00,48,10.90198594
8/1/2024 9:15,47.76696617,10.8490582
8/1/2024 9:30,46.88437838,10.6486007
8/1/2024 9:45,48.01771842,10.90601023
8/1/2024 10:00,48,10.90198594
8/1/2024 10:15,47.77555556,10.85100906
8/1/2024 10:30,46.89111111,10.65012987
8/1/2024 10:45,48,10.90198594
8/1/2024 11:00,48,10.90198594
8/1/2024 11:15,46.66666667,10.59915299
8/1/2024 11:30,48,10.90198594
8/1/2024 11:45,47.77555556,10.85100906
8/1/2024 12:00,46,10.44773652
8/1/2024 12:15,47.55777778,10.80154634
8/1/2024 12:30,48,10.90198594
8/1/2024 12:45,48,10.90198594
8/1/2024 13:00,47.10888889,10.69959259
8/1/2024 13:15,47.55777778,10.80154634
8/1/2024 13:30,48.03579299,10.91011541
8/1/2024 13:45,47.74642152,10.844392
8/1/2024 14:00,46.93582638,10.66028581
8/1/2024 14:15,48,10.90198594
8/1/2024 14:30,48,10.90198594
8/1/2024 14:45,46.66666667,10.59915299
8/1/2024 15:00,48,10.90198594
8/1/2024 15:15,46.66666667,10.59915299
8/1/2024 15:30,48,10.90198594
8/1/2024 15:45,48,10.90198594
8/1/2024 16:00,47.10666667,10.69908786
8/1/2024 16:15,47.56,10.80205106
8/1/2024 16:30,48,10.90198594
8/1/2024 16:45,47.77333333,10.85050434
8/1/2024 17:00,46.89333333,10.65063459
8/1/2024 17:15,48,10.90198594
8/1/2024 17:30,48,10.90198594
8/1/2024 17:45,47.77333333,10.85050434
8/1/2024 18:00,46.89333333,10.65063459
8/1/2024 18:15,48,10.90198594
8/1/2024 18:30,48,10.90198594
8/1/2024 18:45,46.66666667,10.59915299
8/1/2024 19:00,48,10.90198594
8/1/2024 19:15,48.00917084,10.90406886
8/1/2024 19:30,47.14869597,10.70863376
8/1/2024 19:45,47.56222222,10.80255579
8/1/2024 20:00,48,10.90198594
8/1/2024 20:15,46.66666667,10.59915299
8/1/2024 20:30,48,10.90198594
8/1/2024 20:45,48,10.90198594
8/1/2024 21:00,47.10444444,10.69858314
8/1/2024 21:15,47.56222222,10.80255579
8/1/2024 21:30,48,10.90198594
8/1/2024 21:45,46.66666667,10.59915299
8/1/2024 22:00,48,10.90198594
8/1/2024 22:15,47.77111111,10.84999961
8/1/2024 22:30,46.89555556,10.65113932
8/1/2024 22:45,48,10.90198594
8/1/2024 23:00,47.10444444,10.69858314
8/1/2024 23:15,47.56222222,10.80255579
8/1/2024 23:30,48,10.90198594
8/1/2024 23:45,47.77111111,10.84999961
8/2/2024 0:00,46.89555556,10.65113932
8/2/2024 0:15,48.04419331,10.91202333
8/2/2024 0:30,47.09267896,10.69591091
8/2/2024 0:45,47.58116861,10.80685898
8/2/2024 1:00,48,10.90198594
8/2/2024 1:15,48,10.90198594
8/2/2024 1:30,47.10222222,10.69807842
8/2/2024 1:45,47.52045973,10.79307049
8/2/2024 2:00,48.04416249,10.91201633
8/2/2024 2:15,48,10.90198594
8/2/2024 2:30,48,10.90198594
8/2/2024 2:45,46.66666667,10.59915299
8/2/2024 3:00,48,10.90198594
8/2/2024 3:15,48,10.90198594
8/2/2024 3:30,48,10.90198594
8/2/2024 3:45,48,10.90198594
8/2/2024 4:00,48,10.90198594
8/2/2024 4:15,47.76888889,10.84949489
8/2/2024 4:30,46.89777778,10.65164404
8/2/2024 4:45,48,10.90198594
8/2/2024 5:00,48,10.90198594
8/2/2024 5:15,48,10.90198594
8/2/2024 5:30,47.1345576,10.70542258
8/2/2024 5:45,47.58330551,10.80734432
8/2/2024 6:00,48,10.90198594
8/2/2024 6:15,48,10.90198594
8/2/2024 6:30,47.1,10.6975737
8/2/2024 6:45,47.56666667,10.80356523
8/2/2024 7:00,48,10.90198594
8/2/2024 7:15,45.2,10.26603676
8/2/2024 7:30,13.2,2.998046132
8/2/2024 7:45,0,0
8/2/2024 8:00,0,0
8/2/2024 8:15,0,0
8/2/2024 8:30,0,0
8/2/2024 8:45,0,0
8/2/2024 9:00,0,0
8/2/2024 9:15,0,0
8/2/2024 9:30,0,0
8/2/2024 9:45,0,0
8/2/2024 10:00,8.1,1.839710127
8/2/2024 10:15,41.5,9.42567534
8/2/2024 10:30,48,10.90198594
8/2/2024 10:45,47.76666667,10.84899017
8/2/2024 11:00,46.93837136,10.66086384
8/2/2024 11:15,48.01727323,10.90590911
8/2/2024 11:30,48,10.90198594
8/2/2024 11:45,46.66666667,10.59915299
8/2/2024 12:00,48,10.90198594
8/2/2024 12:15,47.75542984,10.84643801
8/2/2024 12:30,46.8963599,10.651322
8/2/2024 12:45,48.01727323,10.90590911
8/2/2024 13:00,48,10.90198594
8/2/2024 13:15,46.66666667,10.59915299
8/2/2024 13:30,48,10.90198594
8/2/2024 13:45,47.76444444,10.84848545
8/2/2024 14:00,46.90222222,10.65265348
8/2/2024 14:15,48,10.90198594
8/2/2024 14:30,48,10.90198594
8/2/2024 14:45,47.76444444,10.84848545
8/2/2024 15:00,46.90222222,10.65265348
8/2/2024 15:15,48,10.90198594
8/2/2024 15:30,48,10.90198594
8/2/2024 15:45,46.66666667,10.59915299
