,"Distribution System Pressure, psi","Distribution System Pressure Head, m"
5/1/2022 19:30,0.040945492,0.028834854
5/1/2022 19:45,0.040945492,0.028834854
5/1/2022 20:00,0.040945492,0.028834854
5/1/2022 20:15,0.055700625,0.039225792
5/1/2022 20:30,0.040945492,0.028834854
5/1/2022 20:45,0.047118056,0.03318173
5/1/2022 21:00,0.049528061,0.034878916
5/1/2022 21:15,0.033567926,0.023639385
5/1/2022 21:30,0.040945492,0.028834854
5/1/2022 21:45,0.047118056,0.03318173
5/1/2022 22:00,0.049528061,0.034878916
5/1/2022 22:15,0.03785921,0.026661416
5/1/2022 22:30,0.036654208,0.025812823
5/1/2022 22:45,0.040945492,0.028834854
5/1/2022 23:00,0.040945492,0.028834854
5/1/2022 23:15,0.040945492,0.028834854
5/1/2022 23:30,0.040945492,0.028834854
5/1/2022 23:45,0.047118056,0.03318173
5/2/2022 0:00,0.063078191,0.044421261
5/2/2022 0:15,0.063078191,0.044421261
5/2/2022 0:30,0.063078191,0.044421261
5/2/2022 0:45,0.063078191,0.044421261
5/2/2022 1:00,0.063078191,0.044421261
5/2/2022 1:15,0.048323058,0.034030323
5/2/2022 1:30,0.049528061,0.034878916
5/2/2022 1:45,0.061873188,0.043572668
5/2/2022 2:00,0.063078191,0.044421261
5/2/2022 2:15,0.063078191,0.044421261
5/2/2022 2:30,0.063078191,0.044421261
5/2/2022 2:45,0.048323058,0.034030323
5/2/2022 3:00,0.049528061,0.034878916
5/2/2022 3:15,0.055700625,0.039225792
5/2/2022 3:30,0.040945492,0.028834854
5/2/2022 3:45,0.03785921,0.026661416
5/2/2022 4:00,0.036654208,0.025812823
5/2/2022 4:15,0.033567926,0.023639385
5/2/2022 4:30,0.034170427,0.024063681
5/2/2022 4:45,0.037256709,0.026237119
5/2/2022 5:00,0.029879143,0.02104165
5/2/2022 5:15,0.037256709,0.026237119
5/2/2022 5:30,0.036654208,0.025812823
5/2/2022 5:45,0.047118056,0.03318173
5/2/2022 6:00,0.063078191,0.044421261
5/2/2022 6:15,0.048323058,0.034030323
5/2/2022 6:30,0.063078191,0.044421261
5/2/2022 6:45,0.063078191,0.044421261
5/2/2022 7:00,0.063078191,0.044421261
5/2/2022 7:15,0.048323058,0.034030323
5/2/2022 7:30,0.063078191,0.044421261
5/2/2022 7:45,0.048323058,0.034030323
5/2/2022 8:00,0.042752996,0.030107744
5/2/2022 8:15,0.061270687,0.043148371
5/2/2022 8:30,0.063078191,0.044421261
5/2/2022 8:45,0.034772929,0.024487978
5/2/2022 9:00,0.054495622,0.038377199
5/2/2022 9:15,0.042150495,0.029683447
5/2/2022 9:30,0.054495622,0.038377199
5/2/2022 9:45,0.042150495,0.029683447
5/2/2022 10:00,0.040945492,0.028834854
5/2/2022 10:15,0.047118056,0.03318173
5/2/2022 10:30,0.049528061,0.034878916
5/2/2022 10:45,0.040945492,0.028834854
5/2/2022 11:00,0.040945492,0.028834854
5/2/2022 11:15,0.040945492,0.028834854
5/2/2022 11:30,0.040945492,0.028834854
5/2/2022 11:45,0.040945492,0.028834854
5/2/2022 12:00,0.040945492,0.028834854
5/2/2022 12:15,0.040945492,0.028834854
5/2/2022 12:30,0.040945492,0.028834854
5/2/2022 12:45,0.040945492,0.028834854
5/2/2022 13:00,0.040945492,0.028834854
5/2/2022 13:15,0.040945492,0.028834854
5/2/2022 13:30,0.040945492,0.028834854
5/2/2022 13:45,0.040945492,0.028834854
5/2/2022 14:00,0.040945492,0.028834854
5/2/2022 14:15,0.040945492,0.028834854
5/2/2022 14:30,0.040945492,0.028834854
5/2/2022 14:45,0.040945492,0.028834854
5/2/2022 15:00,0.040945492,0.028834854
5/2/2022 15:15,0.040945492,0.028834854
5/2/2022 15:30,0.040945492,0.028834854
5/2/2022 15:45,0.040945492,0.028834854
5/2/2022 16:00,0.040945492,0.028834854
5/2/2022 16:15,0.040945492,0.028834854
5/2/2022 16:30,0.040945492,0.028834854
5/2/2022 16:45,0.040945492,0.028834854
5/2/2022 17:00,0.040945492,0.028834854
5/2/2022 17:15,0.047142648,0.033199048
5/2/2022 17:30,0.042716108,0.030081766
5/2/2022 17:45,0.037256709,0.026237119
5/2/2022 18:00,0.036666504,0.025821482
5/2/2022 18:15,0.040945492,0.028834854
5/2/2022 18:30,0.040945492,0.028834854
5/2/2022 18:45,0.037846914,0.026652757
5/2/2022 19:00,0.036666504,0.025821482
5/2/2022 19:15,0.06189778,0.043589986
5/2/2022 19:30,0.049503469,0.034861598
5/2/2022 19:45,0.033567926,0.023639385
5/2/2022 20:00,0.040945492,0.028834854
5/2/2022 20:15,0.06189778,0.043589986
5/2/2022 20:30,0.063078191,0.044421261
5/2/2022 20:45,0.048323058,0.034030323
5/2/2022 21:00,0.063078191,0.044421261
5/2/2022 21:15,0.056881035,0.040057067
5/2/2022 21:30,0.054520214,0.038394517
5/2/2022 21:45,0.042125903,0.029666129
5/2/2022 22:00,0.054520214,0.038394517
5/2/2022 22:15,0.056881035,0.040057067
5/2/2022 22:30,0.040945492,0.028834854
5/2/2022 22:45,0.047142648,0.033199048
5/2/2022 23:00,0.049503469,0.034861598
5/2/2022 23:15,0.040945492,0.028834854
5/2/2022 23:30,0.040945492,0.028834854
5/2/2022 23:45,0.040945492,0.028834854
5/3/2022 0:00,0.040945492,0.028834854
5/3/2022 0:15,0.055700625,0.039225792
5/3/2022 0:30,0.054520214,0.038394517
5/3/2022 0:45,0.042125903,0.029666129
5/3/2022 1:00,0.040945492,0.028834854
5/3/2022 1:15,0.030469348,0.021457288
5/3/2022 1:30,0.029879143,0.02104165
5/3/2022 1:45,0.040355287,0.028419216
5/3/2022 2:00,0.040945492,0.028834854
5/3/2022 2:15,0.033567926,0.023639385
5/3/2022 2:30,0.034158131,0.024055022
5/3/2022 2:45,0.040355287,0.028419216
5/3/2022 3:00,0.034158131,0.024055022
5/3/2022 3:15,0.040355287,0.028419216
5/3/2022 3:30,0.034158131,0.024055022
5/3/2022 3:45,0.029879143,0.02104165
5/3/2022 4:00,0.036666504,0.025821482
5/3/2022 4:15,0.033567926,0.023639385
5/3/2022 4:30,0.034158131,0.024055022
5/3/2022 4:45,0.037256709,0.026237119
5/3/2022 5:00,0.036666504,0.025821482
5/3/2022 5:15,0.040945492,0.028834854
5/3/2022 5:30,0.054520214,0.038394517
5/3/2022 5:45,0.042125903,0.029666129
5/3/2022 6:00,0.040945492,0.028834854
5/3/2022 6:15,0.037846914,0.026652757
5/3/2022 6:30,0.029879143,0.02104165
5/3/2022 6:45,0.037256709,0.026237119
5/3/2022 7:00,0.029879143,0.02104165
5/3/2022 7:15,0.032990017,0.023232406
5/3/2022 7:30,0.040945492,0.028834854
5/3/2022 7:45,0.040945492,0.028834854
5/3/2022 8:00,0.040945492,0.028834854
5/3/2022 8:15,0.033567926,0.023639385
5/3/2022 8:30,0.040945492,0.028834854
5/3/2022 8:45,0.04716724,0.033216366
5/3/2022 9:00,0.049478877,0.03484428
5/3/2022 9:15,0.033567926,0.023639385
5/3/2022 9:30,0.034145835,0.024046363
5/3/2022 9:45,0.040367583,0.028427875
5/3/2022 10:00,0.040945492,0.028834854
5/3/2022 10:15,0.04716724,0.033216366
5/3/2022 10:30,0.063078191,0.044421261
5/3/2022 10:45,0.042101311,0.029648811
5/3/2022 11:00,0.054544806,0.038411835
5/3/2022 11:15,0.042101311,0.029648811
5/3/2022 11:30,0.040945492,0.028834854
5/3/2022 11:45,0.040945492,0.028834854
5/3/2022 12:00,0.040945492,0.028834854
5/3/2022 12:15,0.040945492,0.028834854
5/3/2022 12:30,0.034145835,0.024046363
5/3/2022 12:45,0.040367583,0.028427875
5/3/2022 13:00,0.040945492,0.028834854
5/3/2022 13:15,0.040945492,0.028834854
5/3/2022 13:30,0.034145835,0.024046363
5/3/2022 13:45,0.04658933,0.032809388
5/3/2022 14:00,0.049478877,0.03484428
5/3/2022 14:15,0.040945492,0.028834854
5/3/2022 14:30,0.040945492,0.028834854
5/3/2022 14:45,0.040945492,0.028834854
5/3/2022 15:00,0.040945492,0.028834854
5/3/2022 15:15,0.037834619,0.026644098
5/3/2022 15:30,0.029879143,0.02104165
5/3/2022 15:45,0.037256709,0.026237119
5/3/2022 16:00,0.0366788,0.025830141
5/3/2022 16:15,0.033567926,0.023639385
5/3/2022 16:30,0.034145835,0.024046363
5/3/2022 16:45,0.037256709,0.026237119
5/3/2022 17:00,0.0366788,0.025830141
5/3/2022 17:15,0.033567926,0.023639385
5/3/2022 17:30,0.040945492,0.028834854
5/3/2022 17:45,0.037834619,0.026644098
5/3/2022 18:00,0.0366788,0.025830141
5/3/2022 18:15,0.033567926,0.023639385
5/3/2022 18:30,0.040945492,0.028834854
5/3/2022 18:45,0.040945492,0.028834854
5/3/2022 19:00,0.040945492,0.028834854
5/3/2022 19:15,0.040945492,0.028834854
5/3/2022 19:30,0.040945492,0.028834854
5/3/2022 19:45,0.04716724,0.033216366
5/3/2022 20:00,0.063078191,0.044421261
5/3/2022 20:15,0.042101311,0.029648811
5/3/2022 20:30,0.040945492,0.028834854
5/3/2022 20:45,0.040945492,0.028834854
5/3/2022 21:00,0.034145835,0.024046363
5/3/2022 21:15,0.040367583,0.028427875
5/3/2022 21:30,0.040945492,0.028834854
5/3/2022 21:45,0.040945492,0.028834854
5/3/2022 22:00,0.040945492,0.028834854
5/3/2022 22:15,0.040945492,0.028834854
5/3/2022 22:30,0.040945492,0.028834854
5/3/2022 22:45,0.04716724,0.033216366
5/3/2022 23:00,0.063078191,0.044421261
5/3/2022 23:15,0.042101311,0.029648811
5/3/2022 23:30,0.040945492,0.028834854
5/3/2022 23:45,0.033567926,0.023639385
5/4/2022 0:00,0.040945492,0.028834854
5/4/2022 0:15,0.037834619,0.026644098
5/4/2022 0:30,0.0366788,0.025830141
5/4/2022 0:45,0.055676033,0.039208474
5/4/2022 1:00,0.040945492,0.028834854
5/4/2022 1:15,0.047191832,0.033233684
5/4/2022 1:30,0.049454285,0.034826961
5/4/2022 1:45,0.061946964,0.043624623
5/4/2022 2:00,0.063078191,0.044421261
5/4/2022 2:15,0.056831851,0.040022431
5/4/2022 2:30,0.040945492,0.028834854
5/4/2022 2:45,0.033567926,0.023639385
5/4/2022 3:00,0.03413354,0.024037704
5/4/2022 3:15,0.033002313,0.023241065
5/4/2022 3:30,0.040945492,0.028834854
5/4/2022 3:45,0.040945492,0.028834854
5/4/2022 4:00,0.040945492,0.028834854
5/4/2022 4:15,0.040945492,0.028834854
5/4/2022 4:30,0.054569398,0.038429153
5/4/2022 4:45,0.056831851,0.040022431
5/4/2022 5:00,0.054569398,0.038429153
5/4/2022 5:15,0.056831851,0.040022431
5/4/2022 5:30,0.054569398,0.038429153
5/4/2022 5:45,0.056831851,0.040022431
5/4/2022 6:00,0.040945492,0.028834854
5/4/2022 6:15,0.061946964,0.043624623
5/4/2022 6:30,0.063078191,0.044421261
5/4/2022 6:45,0.056831851,0.040022431
5/4/2022 7:00,0.040945492,0.028834854
5/4/2022 7:15,0.040945492,0.028834854
5/4/2022 7:30,0.040945492,0.028834854
5/4/2022 7:45,0.033567926,0.023639385
5/4/2022 8:00,0.040945492,0.028834854
5/4/2022 8:15,0.047191832,0.033233684
5/4/2022 8:30,0.049454285,0.034826961
5/4/2022 8:45,0.037822323,0.026635438
5/4/2022 9:00,0.036691096,0.0258388
5/4/2022 9:15,0.040945492,0.028834854
5/4/2022 9:30,0.040945492,0.028834854
5/4/2022 9:45,0.040945492,0.028834854
5/4/2022 10:00,0.054569398,0.038429153
5/4/2022 10:15,0.042076719,0.029631492
5/4/2022 10:30,0.040945492,0.028834854
5/4/2022 10:45,0.033567926,0.023639385
5/4/2022 11:00,0.040945492,0.028834854
5/4/2022 11:15,0.033567926,0.023639385
5/4/2022 11:30,0.03413354,0.024037704
5/4/2022 11:45,0.033002313,0.023241065
5/4/2022 12:00,0.040945492,0.028834854
5/4/2022 12:15,0.040945492,0.028834854
5/4/2022 12:30,0.040945492,0.028834854
5/4/2022 12:45,0.037822323,0.026635438
5/4/2022 13:00,0.036691096,0.0258388
5/4/2022 13:15,0.033567926,0.023639385
5/4/2022 13:30,0.040945492,0.028834854
5/4/2022 13:45,0.030444756,0.021439969
5/4/2022 14:00,0.036691096,0.0258388
5/4/2022 14:15,0.037822323,0.026635438
5/4/2022 14:30,0.029879143,0.02104165
5/4/2022 14:45,0.033002313,0.023241065
5/4/2022 15:00,0.040945492,0.028834854
5/4/2022 15:15,0.037822323,0.026635438
5/4/2022 15:30,0.036691096,0.0258388
5/4/2022 15:45,0.037822323,0.026635438
5/4/2022 16:00,0.036691096,0.0258388
5/4/2022 16:15,0.040945492,0.028834854
5/4/2022 16:30,0.040945492,0.028834854
5/4/2022 16:45,0.030444756,0.021439969
5/4/2022 17:00,0.036691096,0.0258388
5/4/2022 17:15,0.030444756,0.021439969
5/4/2022 17:30,0.029879143,0.02104165
5/4/2022 17:45,0.040379879,0.028436534
5/4/2022 18:00,0.040945492,0.028834854
5/4/2022 18:15,0.040945492,0.028834854
5/4/2022 18:30,0.040945492,0.028834854
5/4/2022 18:45,0.033567926,0.023639385
5/4/2022 19:00,0.040945492,0.028834854
5/4/2022 19:15,0.047216424,0.033251002
5/4/2022 19:30,0.049429693,0.034809643
5/4/2022 19:45,0.037810027,0.026626779
5/4/2022 20:00,0.036703392,0.025847459
5/4/2022 20:15,0.047216424,0.033251002
5/4/2022 20:30,0.049429693,0.034809643
5/4/2022 20:45,0.055700625,0.039225792
5/4/2022 21:00,0.034121244,0.024029045
5/4/2022 21:15,0.052011842,0.036628057
5/4/2022 21:30,0.036703392,0.025847459
5/4/2022 21:45,0.040945492,0.028834854
5/4/2022 22:00,0.05459399,0.038446472
5/4/2022 22:15,0.042052127,0.029614174
5/4/2022 22:30,0.05459399,0.038446472
5/4/2022 22:45,0.038916662,0.0274061
5/4/2022 23:00,0.050351889,0.035459077
5/4/2022 23:15,0.063078191,0.044421261
5/4/2022 23:30,0.049429693,0.034809643
5/4/2022 23:45,0.055700625,0.039225792
5/5/2022 0:00,0.034121244,0.024029045
5/5/2022 0:15,0.033014609,0.023249724
5/5/2022 0:30,0.040945492,0.028834854
5/5/2022 0:45,0.040945492,0.028834854
5/5/2022 1:00,0.034121244,0.024029045
5/5/2022 1:15,0.040392175,0.028445194
5/5/2022 1:30,0.034121244,0.024029045
5/5/2022 1:45,0.037256709,0.026237119
5/5/2022 2:00,0.036703392,0.025847459
5/5/2022 2:15,0.040945492,0.028834854
5/5/2022 2:30,0.040945492,0.028834854
5/5/2022 2:45,0.037810027,0.026626779
5/5/2022 3:00,0.029879143,0.02104165
5/5/2022 3:15,0.037256709,0.026237119
5/5/2022 3:30,0.036703392,0.025847459
5/5/2022 3:45,0.037810027,0.026626779
5/5/2022 4:00,0.036703392,0.025847459
5/5/2022 4:15,0.037810027,0.026626779
5/5/2022 4:30,0.036703392,0.025847459
5/5/2022 4:45,0.037810027,0.026626779
5/5/2022 5:00,0.029879143,0.02104165
5/5/2022 5:15,0.040392175,0.028445194
5/5/2022 5:30,0.034121244,0.024029045
5/5/2022 5:45,0.037256709,0.026237119
5/5/2022 6:00,0.036703392,0.025847459
5/5/2022 6:15,0.040945492,0.028834854
5/5/2022 6:30,0.040945492,0.028834854
5/5/2022 6:45,0.040945492,0.028834854
5/5/2022 7:00,0.05459399,0.038446472
5/5/2022 7:15,0.05680726,0.040005112
5/5/2022 7:30,0.040945492,0.028834854
5/5/2022 7:45,0.061971556,0.043641941
5/5/2022 8:00,0.063078191,0.044421261
5/5/2022 8:15,0.063078191,0.044421261
5/5/2022 8:30,0.049429693,0.034809643
5/5/2022 8:45,0.040945492,0.028834854
5/5/2022 9:00,0.034121244,0.024029045
5/5/2022 9:15,0.046663106,0.032861342
5/5/2022 9:30,0.063078191,0.044421261
5/5/2022 9:45,0.05680726,0.040005112
5/5/2022 10:00,0.040945492,0.028834854
5/5/2022 10:15,0.055700625,0.039225792
5/5/2022 10:30,0.040945492,0.028834854
5/5/2022 10:45,0.040945492,0.028834854
5/5/2022 11:00,0.034121244,0.024029045
5/5/2022 11:15,0.040392175,0.028445194
5/5/2022 11:30,0.040945492,0.028834854
5/5/2022 11:45,0.040945492,0.028834854
5/5/2022 12:00,0.034121244,0.024029045
5/5/2022 12:15,0.040404471,0.028453853
5/5/2022 12:30,0.034108948,0.024020386
5/5/2022 12:45,0.040404471,0.028453853
5/5/2022 13:00,0.040945492,0.028834854
5/5/2022 13:15,0.055700625,0.039225792
5/5/2022 13:30,0.054618582,0.03846379
5/5/2022 13:45,0.042027535,0.029596856
5/5/2022 14:00,0.040945492,0.028834854
5/5/2022 14:15,0.055700625,0.039225792
5/5/2022 14:30,0.040945492,0.028834854
5/5/2022 14:45,0.040945492,0.028834854
5/5/2022 15:00,0.054618582,0.03846379
5/5/2022 15:15,0.042027535,0.029596856
5/5/2022 15:30,0.040945492,0.028834854
5/5/2022 15:45,0.040945492,0.028834854
5/5/2022 16:00,0.040945492,0.028834854
5/5/2022 16:15,0.037797731,0.02661812
5/5/2022 16:30,0.036715688,0.025856118
5/5/2022 16:45,0.030420165,0.021422651
5/5/2022 17:00,0.036715688,0.025856118
5/5/2022 17:15,0.033567926,0.023639385
5/5/2022 17:30,0.040945492,0.028834854
5/5/2022 17:45,0.040945492,0.028834854
5/5/2022 18:00,0.040945492,0.028834854
5/5/2022 18:15,0.033567926,0.023639385
5/5/2022 18:30,0.040945492,0.028834854
5/5/2022 18:45,0.061996148,0.043659259
5/5/2022 19:00,0.049405101,0.034792325
5/5/2022 19:15,0.037797731,0.02661812
5/5/2022 19:30,0.036715688,0.025856118
5/5/2022 19:45,0.039863449,0.028072852
5/5/2022 20:00,0.049405101,0.034792325
5/5/2022 20:15,0.040945492,0.028834854
5/5/2022 20:30,0.040945492,0.028834854
5/5/2022 20:45,0.040945492,0.028834854
5/5/2022 21:00,0.040945492,0.028834854
5/5/2022 21:15,0.055700625,0.039225792
5/5/2022 21:30,0.040945492,0.028834854
5/5/2022 21:45,0.061996148,0.043659259
5/5/2022 22:00,0.063078191,0.044421261
5/5/2022 22:15,0.063078191,0.044421261
5/5/2022 22:30,0.063078191,0.044421261
5/5/2022 22:45,0.042027535,0.029596856
5/5/2022 23:00,0.034108948,0.024020386
5/5/2022 23:15,0.033026905,0.023258384
5/5/2022 23:30,0.040945492,0.028834854
5/5/2022 23:45,0.030420165,0.021422651
5/6/2022 0:00,0.029879143,0.02104165
5/6/2022 0:15,0.040404471,0.028453853
5/6/2022 0:30,0.034108948,0.024020386
5/6/2022 0:45,0.040404471,0.028453853
5/6/2022 1:00,0.040945492,0.028834854
5/6/2022 1:15,0.040945492,0.028834854
5/6/2022 1:30,0.034108948,0.024020386
5/6/2022 1:45,0.029879143,0.02104165
5/6/2022 2:00,0.036715688,0.025856118
5/6/2022 2:15,0.040945492,0.028834854
5/6/2022 2:30,0.040945492,0.028834854
5/6/2022 2:45,0.040945492,0.028834854
5/6/2022 3:00,0.040945492,0.028834854
5/6/2022 3:15,0.033567926,0.023639385
5/6/2022 3:30,0.040945492,0.028834854
5/6/2022 3:45,0.040945492,0.028834854
5/6/2022 4:00,0.054618582,0.03846379
5/6/2022 4:15,0.056782668,0.039987794
5/6/2022 4:30,0.054618582,0.03846379
5/6/2022 4:45,0.056782668,0.039987794
5/6/2022 5:00,0.054618582,0.03846379
5/6/2022 5:15,0.048323058,0.034030323
5/6/2022 5:30,0.04938051,0.034775007
5/6/2022 5:45,0.040945492,0.028834854
5/6/2022 6:00,0.040945492,0.028834854
5/6/2022 6:15,0.055700625,0.039225792
5/6/2022 6:30,0.040945492,0.028834854
5/6/2022 6:45,0.033567926,0.023639385
5/6/2022 7:00,0.040945492,0.028834854
5/6/2022 7:15,0.033567926,0.023639385
5/6/2022 7:30,0.040945492,0.028834854
5/6/2022 7:45,0.030407869,0.021413992
5/6/2022 8:00,0.036727984,0.025864777
5/6/2022 8:15,0.039888041,0.02809017
5/6/2022 8:30,0.04938051,0.034775007
5/6/2022 8:45,0.040945492,0.028834854
5/6/2022 9:00,0.040945492,0.028834854
5/6/2022 9:15,0.040945492,0.028834854
5/6/2022 9:30,0.034096652,0.024011727
5/6/2022 9:45,0.040416767,0.028462512
5/6/2022 10:00,0.054643173,0.038481108
5/6/2022 10:15,0.038842886,0.027354145
5/6/2022 10:30,0.036727984,0.025864777
5/6/2022 10:45,0.040945492,0.028834854
5/6/2022 11:00,0.040945492,0.028834854
5/6/2022 11:15,0.040945492,0.028834854
5/6/2022 11:30,0.054643173,0.038481108
5/6/2022 11:45,0.056758076,0.039970476
5/6/2022 12:00,0.040945492,0.028834854
5/6/2022 12:15,0.040945492,0.028834854
5/6/2022 12:30,0.040945492,0.028834854
5/6/2022 12:45,0.037785435,0.026609461
5/6/2022 13:00,0.036727984,0.025864777
5/6/2022 13:15,0.040945492,0.028834854
5/6/2022 13:30,0.040945492,0.028834854
5/6/2022 13:45,0.047265607,0.033285639
5/6/2022 14:00,0.04938051,0.034775007
5/6/2022 14:15,0.047265607,0.033285639
5/6/2022 14:30,0.063078191,0.044421261
5/6/2022 14:45,0.063078191,0.044421261
5/6/2022 15:00,0.042531669,0.02995188
5/6/2022 15:15,0.040416767,0.028462512
5/6/2022 15:30,0.034096652,0.024011727
5/6/2022 15:45,0.040416767,0.028462512
5/6/2022 16:00,0.040945492,0.028834854
5/6/2022 16:15,0.033567926,0.023639385
5/6/2022 16:30,0.054643173,0.038481108
5/6/2022 16:45,0.056758076,0.039970476
5/6/2022 17:00,0.040945492,0.028834854
5/6/2022 17:15,0.040945492,0.028834854
5/6/2022 17:30,0.040945492,0.028834854
5/6/2022 17:45,0.040945492,0.028834854
5/6/2022 18:00,0.040945492,0.028834854
5/6/2022 18:15,0.040945492,0.028834854
5/6/2022 18:30,0.040945492,0.028834854
5/6/2022 18:45,0.040945492,0.028834854
5/6/2022 19:00,0.034096652,0.024011727
5/6/2022 19:15,0.046736882,0.032913297
5/6/2022 19:30,0.042531669,0.02995188
5/6/2022 19:45,0.046736882,0.032913297
5/6/2022 20:00,0.04938051,0.034775007
5/6/2022 20:15,0.039888041,0.02809017
5/6/2022 20:30,0.04938051,0.034775007
5/6/2022 20:45,0.055700625,0.039225792
5/6/2022 21:00,0.040945492,0.028834854
5/6/2022 21:15,0.037785435,0.026609461
5/6/2022 21:30,0.036727984,0.025864777
5/6/2022 21:45,0.037785435,0.026609461
5/6/2022 22:00,0.036727984,0.025864777
5/6/2022 22:15,0.040945492,0.028834854
5/6/2022 22:30,0.040945492,0.028834854
5/6/2022 22:45,0.052540567,0.037000399
5/6/2022 23:00,0.036727984,0.025864777
5/6/2022 23:15,0.047290199,0.033302957
5/6/2022 23:30,0.042494781,0.029925902
5/6/2022 23:45,0.040429063,0.028471171
5/7/2022 0:00,0.040945492,0.028834854
5/7/2022 0:15,0.040945492,0.028834854
5/7/2022 0:30,0.040945492,0.028834854
5/7/2022 0:45,0.055700625,0.039225792
5/7/2022 1:00,0.040945492,0.028834854
5/7/2022 1:15,0.037773139,0.026600802
5/7/2022 1:30,0.03674028,0.025873436
5/7/2022 1:45,0.040945492,0.028834854
5/7/2022 2:00,0.040945492,0.028834854
5/7/2022 2:15,0.033567926,0.023639385
5/7/2022 2:30,0.040945492,0.028834854
5/7/2022 2:45,0.040945492,0.028834854
5/7/2022 3:00,0.040945492,0.028834854
5/7/2022 3:15,0.047290199,0.033302957
5/7/2022 3:30,0.049355918,0.034757689
5/7/2022 3:45,0.040945492,0.028834854
5/7/2022 4:00,0.054667765,0.038498426
5/7/2022 4:15,0.056733484,0.039953158
5/7/2022 4:30,0.054667765,0.038498426
5/7/2022 4:45,0.034600785,0.02436675
5/7/2022 5:00,0.040945492,0.028834854
5/7/2022 5:15,0.037773139,0.026600802
5/7/2022 5:30,0.03674028,0.025873436
5/7/2022 5:45,0.030395573,0.021405333
5/7/2022 6:00,0.03674028,0.025873436
5/7/2022 6:15,0.037773139,0.026600802
5/7/2022 6:30,0.03674028,0.025873436
5/7/2022 6:45,0.030395573,0.021405333
5/7/2022 7:00,0.03674028,0.025873436
5/7/2022 7:15,0.040945492,0.028834854
5/7/2022 7:30,0.040945492,0.028834854
5/7/2022 7:45,0.040945492,0.028834854
5/7/2022 8:00,0.054667765,0.038498426
5/7/2022 8:15,0.063078191,0.044421261
5/7/2022 8:30,0.063078191,0.044421261
5/7/2022 8:45,0.063078191,0.044421261
5/7/2022 9:00,0.063078191,0.044421261
5/7/2022 9:15,0.063078191,0.044421261
5/7/2022 9:30,0.049355918,0.034757689
5/7/2022 9:45,0.040945492,0.028834854
5/7/2022 10:00,0.040945492,0.028834854
5/7/2022 10:15,0.040945492,0.028834854
5/7/2022 10:30,0.054667765,0.038498426
5/7/2022 10:45,0.048323058,0.034030323
5/7/2022 11:00,0.049355918,0.034757689
5/7/2022 11:15,0.040945492,0.028834854
5/7/2022 11:30,0.054667765,0.038498426
5/7/2022 11:45,0.056733484,0.039953158
5/7/2022 12:00,0.040945492,0.028834854
5/7/2022 12:15,0.040945492,0.028834854
5/7/2022 12:30,0.040945492,0.028834854
5/7/2022 12:45,0.047290199,0.033302957
5/7/2022 13:00,0.049355918,0.034757689
5/7/2022 13:15,0.062045332,0.043693895
5/7/2022 13:30,0.049355918,0.034757689
5/7/2022 13:45,0.055700625,0.039225792
5/7/2022 14:00,0.040945492,0.028834854
5/7/2022 14:15,0.047290199,0.033302957
5/7/2022 14:30,0.063078191,0.044421261
5/7/2022 14:45,0.063078191,0.044421261
5/7/2022 15:00,0.063078191,0.044421261
5/7/2022 15:15,0.056733484,0.039953158
5/7/2022 15:30,0.054667765,0.038498426
5/7/2022 15:45,0.048323058,0.034030323
5/7/2022 16:00,0.049355918,0.034757689
5/7/2022 16:15,0.040945492,0.028834854
5/7/2022 16:30,0.040945492,0.028834854
5/7/2022 16:45,0.040945492,0.028834854
5/7/2022 17:00,0.054692357,0.038515745
5/7/2022 17:15,0.04195376,0.029544901
5/7/2022 17:30,0.040945492,0.028834854
5/7/2022 17:45,0.040945492,0.028834854
5/7/2022 18:00,0.040945492,0.028834854
5/7/2022 18:15,0.040945492,0.028834854
5/7/2022 18:30,0.03407206,0.023994408
5/7/2022 18:45,0.055196491,0.038870768
5/7/2022 19:00,0.040945492,0.028834854
5/7/2022 19:15,0.033567926,0.023639385
5/7/2022 19:30,0.040945492,0.028834854
5/7/2022 19:45,0.062069923,0.043711214
5/7/2022 20:00,0.049331326,0.03474037
5/7/2022 20:15,0.040945492,0.028834854
5/7/2022 20:30,0.040945492,0.028834854
5/7/2022 20:45,0.033567926,0.023639385
5/7/2022 21:00,0.040945492,0.028834854
5/7/2022 21:15,0.062069923,0.043711214
5/7/2022 21:30,0.049331326,0.03474037
5/7/2022 21:45,0.030383277,0.021396674
5/7/2022 22:00,0.036752576,0.025882095
5/7/2022 22:15,0.047314791,0.033320275
5/7/2022 22:30,0.049331326,0.03474037
5/7/2022 22:45,0.062069923,0.043711214
5/7/2022 23:00,0.042457893,0.029899925
5/7/2022 23:15,0.040441359,0.02847983
5/7/2022 23:30,0.040945492,0.028834854
5/7/2022 23:45,0.040945492,0.028834854
5/8/2022 0:00,0.040945492,0.028834854
5/8/2022 0:15,0.031391544,0.022106721
5/8/2022 0:30,0.028366742,0.019976579
5/8/2022 0:45,0.033567926,0.023639385
5/8/2022 1:00,0.040945492,0.028834854
5/8/2022 1:15,0.040945492,0.028834854
5/8/2022 1:30,0.040945492,0.028834854
5/8/2022 1:45,0.040945492,0.028834854
5/8/2022 2:00,0.040945492,0.028834854
5/8/2022 2:15,0.055700625,0.039225792
5/8/2022 2:30,0.040945492,0.028834854
5/8/2022 2:45,0.040945492,0.028834854
5/8/2022 3:00,0.054692357,0.038515745
