,"Master Meter Flow Rate, GPM","Master Meter Flow Rate, m3/hr"
1/26/2023 5:15,42.66666667,9.690654165
1/26/2023 5:30,43.23333333,9.819358166
1/26/2023 5:45,44.41111111,10.0868606
1/26/2023 6:00,46.03165646,10.45492649
1/26/2023 6:15,43.70398442,9.926254656
1/26/2023 6:30,43.23666667,9.820115248
1/26/2023 6:45,46.41222222,10.54136237
1/26/2023 7:00,48.06111111,10.91586578
1/26/2023 7:15,49.74555556,11.29844473
1/26/2023 7:30,54.06111111,12.27861402
1/26/2023 7:45,56.09666667,12.74093898
1/26/2023 8:00,54,12.26473418
1/26/2023 8:15,56.90333333,12.92415291
1/26/2023 8:30,55.35111111,12.57160489
1/26/2023 8:45,53.93888889,12.25085433
1/26/2023 9:00,48.82444444,11.08923764
1/26/2023 9:15,53.87777778,12.23697449
1/26/2023 9:30,41.64888889,9.459491686
1/26/2023 9:45,44.98222222,10.21657404
1/26/2023 10:00,49.23666667,11.18286349
1/26/2023 10:15,50.76333333,11.52960721
1/26/2023 10:30,41.81666667,9.497598164
1/26/2023 10:45,53.40222222,12.12896408
1/26/2023 11:00,55.45197551,12.59451369
1/26/2023 11:15,53.78368392,12.21560345
1/26/2023 11:30,54.24,12.31924411
1/26/2023 11:45,53.41333333,12.13148768
1/26/2023 12:00,57,12.9461083
1/26/2023 12:15,52.84,12.00126952
1/26/2023 12:30,53.34666667,12.11634604
1/26/2023 12:45,52.94691119,12.02555169
1/26/2023 13:00,51.04994992,11.59470492
1/26/2023 13:15,48.84,11.09277069
1/26/2023 13:30,51.06666667,11.5985017
1/26/2023 13:45,53.01333333,12.0406378
1/26/2023 14:00,50.82666667,11.54399177
1/26/2023 14:15,53.57333333,12.16782764
1/26/2023 14:30,53.34666667,12.11634604
1/26/2023 14:45,50.25333333,11.41377361
1/26/2023 15:00,50,11.35623535
1/26/2023 15:15,47.25333333,10.73239949
1/26/2023 15:30,48.61876646,11.04252309
1/26/2023 15:45,49.46707445,11.23519479
1/26/2023 16:00,49.21998887,11.17907555
1/26/2023 16:15,48.74777778,11.07182474
1/26/2023 16:30,50.24333333,11.41150236
1/26/2023 16:45,51.67555556,11.73679541
1/26/2023 17:00,51.31555556,11.65503052
1/26/2023 17:15,53.75666667,12.20946717
1/26/2023 17:30,53.41444444,12.13174004
1/26/2023 17:45,53.17111111,12.07647303
1/26/2023 18:00,52,11.81048476
1/26/2023 18:15,49.83777778,11.31939068
1/26/2023 18:30,51.24333333,11.63862707
1/26/2023 18:45,53.34222222,12.11533659
1/26/2023 19:00,51.07222222,11.59976351
1/26/2023 19:15,56.40555556,12.81109528
1/26/2023 19:30,58.17111111,13.21209657
1/26/2023 19:45,54.43222222,12.36290252
1/26/2023 20:00,51.24333333,11.63862707
1/26/2023 20:15,53.42333333,12.13375893
1/26/2023 20:30,48.34222222,10.97971306
1/26/2023 20:45,49.73888889,11.29693057
1/26/2023 21:00,52.2841291,11.8750175
1/26/2023 21:15,54.36041551,12.34659344
1/26/2023 21:30,50,11.35623535
1/26/2023 21:45,48.50222222,11.01605301
1/26/2023 22:00,50.07777778,11.3739006
1/26/2023 22:15,53.08222222,12.05628417
1/26/2023 22:30,53.58444444,12.17035124
1/26/2023 22:45,51.25555556,11.64140304
1/26/2023 23:00,47.16888889,10.71322007
1/26/2023 23:15,47.16888889,10.71322007
1/26/2023 23:30,44.83111111,10.18225298
1/26/2023 23:45,43.91777778,9.97481241
1/27/2023 0:00,46.24666667,10.50376062
1/27/2023 0:15,46.42,10.5431289
1/27/2023 0:30,47.07777778,10.69252648
1/27/2023 0:45,46.33777778,10.5244542
1/27/2023 1:00,46,10.44773652
1/27/2023 1:15,44.58444444,10.12622888
1/27/2023 1:30,45.41555556,10.31499475
1/27/2023 1:45,46.08222222,10.46641122
1/27/2023 2:00,46.19796884,10.49270014
1/27/2023 2:15,45.85211464,10.4141481
1/27/2023 2:30,46.58333333,10.58022593
1/27/2023 2:45,45.08333333,10.23953887
1/27/2023 3:00,43.83333333,9.95563299
1/27/2023 3:15,45.58333333,10.35310123
1/27/2023 3:30,44,9.993487108
1/27/2023 3:45,44.66666667,10.14490358
1/27/2023 4:00,44,9.993487108
1/27/2023 4:15,43.25,9.823143578
1/27/2023 4:30,43.41666667,9.860997696
1/27/2023 4:45,43.25,9.823143578
1/27/2023 5:00,43.41666667,9.860997696
1/27/2023 5:15,44,9.993487108
1/27/2023 5:30,44,9.993487108
1/27/2023 5:45,45.5,10.33417417
1/27/2023 6:00,45.58333333,10.35310123
1/27/2023 6:15,46.16666667,10.48559064
1/27/2023 6:30,50.58333333,11.48872476
1/27/2023 6:45,50.25,11.41301653
1/27/2023 7:00,53.83333333,12.22688006
1/27/2023 7:15,58.42011686,13.26865193
1/27/2023 7:30,56.88998702,12.92112163
1/27/2023 7:45,55.74666667,12.66144533
1/27/2023 8:00,54.16444444,12.30208357
1/27/2023 8:15,54.41777778,12.35962183
1/27/2023 8:30,52.32888889,11.88518356
1/27/2023 8:45,49.58666667,11.26235714
1/27/2023 9:00,52.16444444,11.84783416
1/27/2023 9:15,53.66666667,12.18902594
1/27/2023 9:30,51.83555556,11.77313537
1/27/2023 9:45,51.41333333,11.67723827
1/27/2023 10:00,50.41777778,11.45112301
1/27/2023 10:15,51.50666667,11.69843658
1/27/2023 10:30,57.83555556,13.13588361
1/27/2023 10:45,52.49333333,11.92253295
1/27/2023 11:00,52.58222222,11.94272182
1/27/2023 11:15,51.00444444,11.5843695
1/27/2023 11:30,55.58222222,12.62409594
1/27/2023 11:45,53,12.03760947
1/27/2023 12:00,57.08888889,12.96629716
1/27/2023 12:15,58.16,13.20957296
1/27/2023 12:30,54.83555556,12.45450949
1/27/2023 12:45,54.64121128,12.4103691
1/27/2023 13:00,54.58111111,12.39671887
1/27/2023 13:15,52.58111111,11.94246945
1/27/2023 13:30,53.41888889,12.13274949
1/27/2023 13:45,52.58111111,11.94246945
1/27/2023 14:00,53.41888889,12.13274949
1/27/2023 14:15,57.41888889,13.04124832
1/27/2023 14:30,54.58111111,12.39671887
1/27/2023 14:45,54,12.26473418
1/27/2023 15:00,56.51333333,12.83557427
1/27/2023 15:15,52.30666667,11.88013634
1/27/2023 15:30,50.09444444,11.37768602
1/27/2023 15:45,51.58111111,11.71534475
1/27/2023 16:00,50.74333333,11.52506472
1/27/2023 16:15,52.50444444,11.92505656
1/27/2023 16:30,51.41888889,11.67850007
1/27/2023 16:45,52,11.81048476
1/27/2023 17:00,52,11.81048476
1/27/2023 17:15,54.17111111,12.30359774
1/27/2023 17:30,53.58111111,12.16959416
1/27/2023 17:45,52.15676127,11.84608912
1/27/2023 18:00,54.64,12.41009399
1/27/2023 18:15,49.68,11.28355544
1/27/2023 18:30,52.32,11.88316467
1/27/2023 18:45,48.32,10.97466584
1/27/2023 19:00,46.84,10.63852128
1/27/2023 19:15,48.75333333,11.07308655
1/27/2023 19:30,50.68,11.51068015
1/27/2023 19:45,50.16,11.3925753
1/27/2023 20:00,49.74,11.29718293
1/27/2023 20:15,49.01333333,11.13213897
1/27/2023 20:30,52.84,12.00126952
1/27/2023 20:45,55.07333333,12.5085147
1/27/2023 21:00,51,11.58336006
1/27/2023 21:15,50.65333333,11.50462349
1/27/2023 21:30,47.42,10.77025361
1/27/2023 21:45,48.34666667,10.9807225
1/27/2023 22:00,53.68,12.19205427
1/27/2023 22:15,49.88666667,11.33049455
1/27/2023 22:30,47,10.67486123
1/27/2023 22:45,45.01022074,10.2229332
1/27/2023 23:00,47.46653311,10.78082243
1/27/2023 23:15,50,11.35623535
1/27/2023 23:30,47.57888889,10.8063412
1/27/2023 23:45,46.24555556,10.50350826
1/28/2023 0:00,46.84222222,10.639026
1/28/2023 0:15,45.56111111,10.34805401
1/28/2023 0:30,43,9.766362401
1/28/2023 0:45,43.66666667,9.917778872
1/28/2023 1:00,43.42111111,9.862007139
1/28/2023 1:15,43.24555556,9.822134135
1/28/2023 1:30,42.57888889,9.670717663
1/28/2023 1:45,41.15777778,9.347948219
1/28/2023 2:00,40.42111111,9.180633018
1/28/2023 2:15,40.91222222,9.292176485
1/28/2023 2:30,41.26333333,9.371922493
1/28/2023 2:45,42.24555556,9.595009428
1/28/2023 3:00,41.57888889,9.443592956
1/28/2023 3:15,41,9.312112987
1/28/2023 3:30,41.42111111,9.407757725
1/28/2023 3:45,42.66666667,9.690654165
1/28/2023 4:00,42.452532,9.642018891
1/28/2023 4:15,43.68421443,9.921764403
1/28/2023 4:30,43.42222222,9.8622595
1/28/2023 4:45,43.15555556,9.801692911
1/28/2023 5:00,42.42222222,9.635134793
1/28/2023 5:15,43,9.766362401
1/28/2023 5:30,43.42222222,9.8622595
1/28/2023 5:45,43.33333333,9.842070637
1/28/2023 6:00,43.57777778,9.897590009
1/28/2023 6:15,43.08888889,9.786551264
1/28/2023 6:30,43.15555556,9.801692911
1/28/2023 6:45,43.6,9.902637225
1/28/2023 7:00,44.57777778,10.12471472
1/28/2023 7:15,44.08888889,10.01367597
1/28/2023 7:30,45.42222222,10.31650891
1/28/2023 7:45,47.24444444,10.7303806
1/28/2023 8:00,45,10.22061182
1/28/2023 8:15,48.02222222,10.90703315
1/28/2023 8:30,48.57777778,11.03321354
1/28/2023 8:45,49.33333333,11.20481888
1/28/2023 9:00,50.57816361,11.48755059
1/28/2023 9:15,53.17526989,12.07741759
1/28/2023 9:30,52.42333333,11.90663422
1/28/2023 9:45,53.84666667,12.22990839
1/28/2023 10:00,54.15333333,12.29955997
1/28/2023 10:15,53.27,12.09893314
1/28/2023 10:30,57.27,13.00743197
1/28/2023 10:45,56.64,12.8643434
1/28/2023 11:00,55.42333333,12.58800834
1/28/2023 11:15,57.20666667,12.99304741
1/28/2023 11:30,59.03666667,13.40868562
1/28/2023 11:45,54.15333333,12.29955997
1/28/2023 12:00,57.65666667,13.09525352
1/28/2023 12:15,61.37,13.93864327
1/28/2023 12:30,57.84666667,13.13840722
1/28/2023 12:45,56.06333333,12.73336816
1/28/2023 13:00,57.27,13.00743197
1/28/2023 13:15,57.21666667,12.99531865
1/28/2023 13:30,55.69333333,12.64933202
1/28/2023 13:45,55.43786311,12.59130841
1/28/2023 14:00,56.51002411,12.83482267
1/28/2023 14:15,53.57555556,12.16833236
1/28/2023 14:30,53.27333333,12.09969022
1/28/2023 14:45,52.15111111,11.84480583
1/28/2023 15:00,53,12.03760947
1/28/2023 15:15,53.75777778,12.20971953
1/28/2023 15:30,53.15111111,12.07193054
1/28/2023 15:45,52.66666667,11.96190124
1/28/2023 16:00,52.84888889,12.0032884
1/28/2023 16:15,57.90888889,13.15253942
1/28/2023 16:30,51.30222222,11.65200219
1/28/2023 16:45,52.60666667,11.94827375
1/28/2023 17:00,51.15111111,11.61768112
1/28/2023 17:15,50.75777778,11.52834541
1/28/2023 17:30,49.72666667,11.2941546
1/28/2023 17:45,51.51555556,11.70045546
1/28/2023 18:00,50.84888889,11.54903899
1/28/2023 18:15,52,11.81048476
1/28/2023 18:30,53.13666667,12.06864985
1/28/2023 18:45,53.42532183,12.13421057
1/28/2023 19:00,50.7492135,11.52640025
1/28/2023 19:15,58.22,13.22320044
1/28/2023 19:30,56.83398595,12.90840241
1/28/2023 19:45,54.52177146,12.38324137
1/28/2023 20:00,54.55333333,12.39040985
1/28/2023 20:15,56.20555556,12.76567034
1/28/2023 20:30,52.14888889,11.84430111
1/28/2023 20:45,50.90777778,11.56241411
1/28/2023 21:00,50.85111111,11.54954371
1/28/2023 21:15,51.90777778,11.78953882
1/28/2023 21:30,50.14888889,11.3900517
1/28/2023 21:45,49.66666667,11.28052711
1/28/2023 22:00,49.42555556,11.22576482
1/28/2023 22:15,50.66666667,11.50765182
1/28/2023 22:30,50.42555556,11.45288953
1/28/2023 22:45,53.75888889,12.20997189
1/28/2023 23:00,50.29777778,11.42386804
1/28/2023 23:15,49.51777778,11.24671077
1/28/2023 23:30,49.14888889,11.16292699
1/28/2023 23:45,48.86001298,11.09731613
1/29/2023 0:00,50.01236115,11.35904287
1/29/2023 0:15,48.60678898,11.03980271
1/29/2023 0:30,47.72,10.83839102
1/29/2023 0:45,47.52,10.79296608
1/29/2023 1:00,48,10.90198594
1/29/2023 1:15,47.81333333,10.85958932
1/29/2023 1:30,46.42666667,10.54464306
1/29/2023 1:45,44.81333333,10.1782152
1/29/2023 2:00,45,10.22061182
1/29/2023 2:15,44.14666667,10.02679873
1/29/2023 2:30,43.42666667,9.863268943
1/29/2023 2:45,43.24,9.820872331
1/29/2023 3:00,43.42666667,9.863268943
1/29/2023 3:15,43.81333333,9.951090496
1/29/2023 3:30,42.42666667,9.636144236
1/29/2023 3:45,42.33333333,9.61494593
1/29/2023 4:00,42.57333333,9.669455859
1/29/2023 4:15,42.76,9.711852471
1/29/2023 4:30,43,9.766362401
1/29/2023 4:45,42.38007791,9.625562777
1/29/2023 5:00,42.57222222,9.669203499
1/29/2023 5:15,42.66666667,9.690654165
1/29/2023 5:30,43.28333333,9.830714401
1/29/2023 5:45,42.90555556,9.744911734
1/29/2023 6:00,44,9.993487108
1/29/2023 6:15,44.09444444,10.01493777
1/29/2023 6:30,45,10.22061182
1/29/2023 6:45,45,10.22061182
1/29/2023 7:00,44.57222222,10.12345291
1/29/2023 7:15,45.33333333,10.29632005
1/29/2023 7:30,44.42777778,10.09064601
1/29/2023 7:45,45.28333333,10.28496382
1/29/2023 8:00,48.42777778,10.99914484
1/29/2023 8:15,50.61666667,11.49629559
1/29/2023 8:30,51.14444444,11.61616696
1/29/2023 8:45,51.90555556,11.7890341
1/29/2023 9:00,51.56666667,11.71206406
1/29/2023 9:15,52.71666667,11.97325747
1/29/2023 9:30,52.85555556,12.00480257
1/29/2023 9:45,54.15565572,12.30008744
1/29/2023 10:00,55.85777778,12.68668141
1/29/2023 10:15,54.42888889,12.36214544
1/29/2023 10:30,58.42888889,13.27064427
1/29/2023 10:45,58.42666667,13.27013955
1/29/2023 11:00,54.71555556,12.42725452
1/29/2023 11:15,55.28444444,12.55646325
1/29/2023 11:30,55.57333333,12.62207705
1/29/2023 11:45,55.95111111,12.70787972
1/29/2023 12:00,57.14444444,12.9789152
1/29/2023 12:15,60.28444444,13.69208678
1/29/2023 12:30,58.57333333,13.30345117
1/29/2023 12:45,62.95333333,14.29825739
1/29/2023 13:00,63.28444444,14.3734609
1/29/2023 13:15,61.47555556,13.96261754
1/29/2023 13:30,58.57111111,13.30294645
1/29/2023 13:45,57.80888889,13.12982695
1/29/2023 14:00,56.42888889,12.81639486
1/29/2023 14:15,61.28666667,13.91971621
1/29/2023 14:30,61.28666667,13.91971621
1/29/2023 14:45,60.205665,13.67419402
1/29/2023 15:00,58.85,13.36628901
1/29/2023 15:15,56.47333333,12.82648929
1/29/2023 15:30,56.15,12.7530523
1/29/2023 15:45,53.75333333,12.20871008
1/29/2023 16:00,52.57,11.93994585
1/29/2023 16:15,54.86,12.46006143
1/29/2023 16:30,53.57,12.16707055
1/29/2023 16:45,56.72,12.88251338
1/29/2023 17:00,55.28,12.5554538
1/29/2023 17:15,54.62333333,12.40630858
1/29/2023 17:30,56,12.71898359
1/29/2023 17:45,54.57,12.39419526
1/29/2023 18:00,55,12.49185889
1/29/2023 18:15,55.76333333,12.66523074
1/29/2023 18:30,56.43,12.81664722
1/29/2023 18:45,58.52666667,13.29285202
1/29/2023 19:00,59.43,13.49802134
1/29/2023 19:15,59.71,13.56161625
1/29/2023 19:30,57.90468559,13.15158475
1/29/2023 19:45,56.06320163,12.73333824
1/29/2023 20:00,57.72444444,13.11064753
1/29/2023 20:15,56.84444444,12.91077779
1/29/2023 20:30,54.13777778,12.29602692
1/29/2023 20:45,52.90222222,12.01540172
1/29/2023 21:00,51.13777778,11.61465279
1/29/2023 21:15,48.56888889,11.03119466
1/29/2023 21:30,50.29333333,11.4228586
1/29/2023 21:45,49.13777778,11.16040338
1/29/2023 22:00,50.86222222,11.55206732
1/29/2023 22:15,53.43111111,12.13552546
1/29/2023 22:30,53.43111111,12.13552546
1/29/2023 22:45,50.27555556,11.41882082
1/29/2023 23:00,49.56888889,11.25831937
1/29/2023 23:15,46.90222222,10.65265348
1/29/2023 23:30,48,10.90198594
1/29/2023 23:45,47.13777778,10.70615397
1/30/2023 0:00,46.86222222,10.64356849
1/30/2023 0:15,45.80444444,10.40332102
1/30/2023 0:30,46.03319236,10.45527533
1/30/2023 0:45,46.78355964,10.62570227
1/30/2023 1:00,46.56777778,10.57669288
1/30/2023 1:15,45.90111111,10.42527641
1/30/2023 1:30,45,10.22061182
1/30/2023 1:45,45.19777778,10.26553203
1/30/2023 2:00,47,10.67486123
1/30/2023 2:15,45.46888889,10.32710807
1/30/2023 2:30,45.43222222,10.31878016
1/30/2023 2:45,46.66666667,10.59915299
1/30/2023 3:00,45.56777778,10.34956818
1/30/2023 3:15,45,10.22061182
1/30/2023 3:30,44.56777778,10.12244347
1/30/2023 3:45,44.86444444,10.1898238
1/30/2023 4:00,45.13555556,10.25139983
1/30/2023 4:15,44.76555556,10.16736369
1/30/2023 4:30,44.95055556,10.20938176
1/30/2023 4:45,44.45055556,10.09581941
1/30/2023 5:00,43.56777778,9.895318762
1/30/2023 5:15,42.23444444,9.59248582
1/30/2023 5:30,42.03038397,9.546138645
1/30/2023 5:45,42.88302727,9.739795003
1/30/2023 6:00,44.86666667,10.19032852
1/30/2023 6:15,45.03333333,10.22818264
1/30/2023 6:30,44.73333333,10.16004523
1/30/2023 6:45,46.23333333,10.50073229
1/30/2023 7:00,49.46666667,11.23510217
1/30/2023 7:15,54.96666667,12.48428806
1/30/2023 7:30,56.56666667,12.84768759
1/30/2023 7:45,52.93333333,12.02246782
1/30/2023 8:00,54.16666667,12.3025883
1/30/2023 8:15,57,12.9461083
1/30/2023 8:30,56.13333333,12.74926689
1/30/2023 8:45,57.4,13.03695818
1/30/2023 9:00,59,13.40035771
1/30/2023 9:15,56.4,12.80983347
1/30/2023 9:30,55.16666667,12.529713
1/30/2023 9:45,55.9,12.69627112
1/30/2023 10:00,58.3,13.24137042
1/30/2023 10:15,56.56666667,12.84768759
1/30/2023 10:30,62.52414951,14.20077914
1/30/2023 10:45,58.11597477,13.19957374
1/30/2023 11:00,57.13111111,12.97588687
1/30/2023 11:15,57.33333333,13.02181653
1/30/2023 11:30,56.86888889,12.91632973
1/30/2023 11:45,56.06,12.73261107
1/30/2023 12:00,54.17222222,12.3038501
1/30/2023 12:15,55.82777778,12.67986767
1/30/2023 12:30,51.13111111,11.61313863
1/30/2023 12:45,50.96108338,11.57452113
1/30/2023 13:00,52.11822625,11.83733687
1/30/2023 13:15,50.65643851,11.50532875
1/30/2023 13:30,52.26222222,11.87004191
1/30/2023 13:45,50.60666667,11.49402434
1/30/2023 14:00,55.13111111,12.52163746
1/30/2023 14:15,53.03,12.04442321
1/30/2023 14:30,50.56555556,11.48468699
1/30/2023 14:45,51.57666667,11.7143353
1/30/2023 15:00,56.39333333,12.80831931
1/30/2023 15:15,51.62120571,11.72445122
1/30/2023 15:30,52,11.81048476
1/30/2023 15:45,52.76888889,11.98511843
1/30/2023 16:00,54.74222222,12.43331118
1/30/2023 16:15,55,12.49185889
1/30/2023 16:30,55.69333333,12.64933202
1/30/2023 16:45,58.20444444,13.21966739
1/30/2023 17:00,56.87111111,12.91683445
1/30/2023 17:15,54.25777778,12.32328188
1/30/2023 17:30,56.17777778,12.75936132
1/30/2023 17:45,57,12.9461083
1/30/2023 18:00,57.25777778,13.004656
1/30/2023 18:15,58.23111111,13.22572405
1/30/2023 18:30,53.56444444,12.16580875
1/30/2023 18:45,52.23111111,11.86297581
1/30/2023 19:00,51.56444444,11.71155934
1/30/2023 19:15,54.07555556,12.28189471
1/30/2023 19:30,55,12.49185889
1/30/2023 19:45,53.46222222,12.14259156
1/30/2023 20:00,53,12.03760947
1/30/2023 20:15,51.3656483,11.66640782
1/30/2023 20:30,56.87333333,12.91733917
1/30/2023 20:45,60,13.62748242
1/30/2023 21:00,56.25333333,12.77652185
1/30/2023 21:15,55.79333333,12.67204449
1/30/2023 21:30,51.56333333,11.71130698
1/30/2023 21:45,51,11.58336006
1/30/2023 22:00,52.31,11.88089342
1/30/2023 22:15,50.15,11.39030406
1/30/2023 22:30,49.43666667,11.22828843
1/30/2023 22:45,48.56333333,11.02993285
1/30/2023 23:00,48.12666667,10.93075507
1/30/2023 23:15,47,10.67486123
1/30/2023 23:30,46.12666667,10.47650565
1/30/2023 23:45,45,10.22061182
1/31/2023 0:00,45.87333333,10.41896739
1/31/2023 0:15,46.02333333,10.4530361
1/31/2023 0:30,44,9.993487108
1/31/2023 0:45,42.46,9.643715059
1/31/2023 1:00,42.46920423,9.645805567
1/31/2023 1:15,41.57865331,9.443539451
1/31/2023 1:30,42,9.539237694
1/31/2023 1:45,42,9.539237694
1/31/2023 2:00,42,9.539237694
1/31/2023 2:15,42.66666667,9.690654165
1/31/2023 2:30,42,9.539237694
1/31/2023 2:45,43.43777778,9.865792551
1/31/2023 3:00,42.56222222,9.666932251
1/31/2023 3:15,42.20888889,9.586681522
1/31/2023 3:30,43.12444444,9.794626809
1/31/2023 3:45,41.89555556,9.51551578
1/31/2023 4:00,41.43777778,9.411543137
1/31/2023 4:15,42.10444444,9.562959608
1/31/2023 4:30,42.12444444,9.567502102
1/31/2023 4:45,42.33333333,9.61494593
1/31/2023 5:00,41.87555556,9.510973286
1/31/2023 5:15,42.33333333,9.61494593
1/31/2023 5:30,42.56222222,9.666932251
1/31/2023 5:45,43.33851234,9.843246916
1/31/2023 6:00,43.35601002,9.847221072
1/31/2023 6:15,46.54444444,10.57139331
1/31/2023 6:30,47.87777778,10.87422625
1/31/2023 6:45,48.33333333,10.97769417
1/31/2023 7:00,48.56111111,11.02942813
1/31/2023 7:15,52.17777778,11.85086249
1/31/2023 7:30,57.31666667,13.01803112
1/31/2023 7:45,58.57777778,13.30446061
1/31/2023 8:00,56.75555556,12.89058893
1/31/2023 8:15,60.33333333,13.70319066
1/31/2023 8:30,58.56111111,13.3006752
1/31/2023 8:45,53.47222222,12.1448628
1/31/2023 9:00,52.56111111,11.93792696
1/31/2023 9:15,50.91111111,11.56317119
1/31/2023 9:30,50.19444444,11.40039849
1/31/2023 9:45,51.77222222,11.7587508
1/31/2023 10:00,55.75555556,12.66346422
1/31/2023 10:15,53.22777778,12.08934343
1/31/2023 10:30,54.36666667,12.34801324
1/31/2023 10:45,52.79120757,11.99018755
1/31/2023 11:00,59.24,13.45486764
1/31/2023 11:15,53.48,12.14662933
1/31/2023 11:30,50.76,11.52885013
1/31/2023 11:45,52.86666667,12.00732618
1/31/2023 12:00,57.56,13.07329813
1/31/2023 12:15,66.54666667,15.11439217
1/31/2023 12:30,57.24,13.00061823
1/31/2023 12:45,55.56,12.61904872
1/31/2023 13:00,54.44,12.36466905
1/31/2023 13:15,54.01333333,12.26776251
1/31/2023 13:30,52.88,12.01035451
1/31/2023 13:45,57.54666667,13.07026981
1/31/2023 14:00,53.8,12.21930924
1/31/2023 14:15,49.88,11.32898039
1/31/2023 14:30,52.12,11.83773973
1/31/2023 14:45,53,12.03760947
1/31/2023 15:00,51.88,11.7832298
1/31/2023 15:15,53.67509182,12.1909395
1/31/2023 15:30,51.7261176,11.7482793
1/31/2023 15:45,47.33333333,10.75056946
1/31/2023 16:00,52.64666667,11.95735874
1/31/2023 16:15,54.45111111,12.36719266
1/31/2023 16:30,54.88222222,12.46510864
1/31/2023 16:45,54.34333333,12.34271366
1/31/2023 17:00,53.88222222,12.23798393
1/31/2023 17:15,55.10777778,12.51633788
1/31/2023 17:30,54.67666667,12.4184219
1/31/2023 17:45,53.21555556,12.08656746
1/31/2023 18:00,53.23555556,12.09110996
1/31/2023 18:15,55.43111111,12.58977487
1/31/2023 18:30,55,12.49185889
1/31/2023 18:45,56.65666667,12.86812882
1/31/2023 19:00,56.67666667,12.87267131
1/31/2023 19:15,54.01,12.26700543
1/31/2023 19:30,52.88222222,12.01085923
1/31/2023 19:45,55.44111111,12.59204612
1/31/2023 20:00,54.55888889,12.39167165
1/31/2023 20:15,54.67537192,12.41812783
1/31/2023 20:30,50.95472825,11.57307772
1/31/2023 20:45,50.42888889,11.45364661
1/31/2023 21:00,54.88444444,12.46561336
1/31/2023 21:15,58,13.17323301
1/31/2023 21:30,54.23111111,12.31722522
1/31/2023 21:45,55.32,12.56453879
1/31/2023 22:00,56.67333333,12.87191423
1/31/2023 22:15,56.11555556,12.74522911
1/31/2023 22:30,53.44222222,12.13804906
1/31/2023 22:45,52.68,11.96492956
1/31/2023 23:00,48.88444444,11.10286512
1/31/2023 23:15,48.34,10.97920834
1/31/2023 23:30,47,10.67486123
1/31/2023 23:45,46.78222222,10.62539852
2/1/2023 0:00,45,10.22061182
2/1/2023 0:15,43.66666667,9.917778872
2/1/2023 0:30,44.11555556,10.01973263
2/1/2023 0:45,43.10888889,9.791093758
2/1/2023 1:00,44.44222222,10.0939267
2/1/2023 1:15,42.93674457,9.751995531
2/1/2023 1:30,43.55666667,9.892795155
2/1/2023 1:45,43.11,9.791346119
2/1/2023 2:00,44,9.993487108
2/1/2023 2:15,43.33333333,9.842070637
2/1/2023 2:30,43.55666667,9.892795155
2/1/2023 2:45,43.77666667,9.94276259
2/1/2023 3:00,43.55666667,9.892795155
2/1/2023 3:15,43.77666667,9.94276259
2/1/2023 3:30,43.11333333,9.792103201
2/1/2023 3:45,43.66333333,9.91702179
2/1/2023 4:00,44.55666667,10.11991986
2/1/2023 4:15,43.33333333,9.842070637
2/1/2023 4:30,44,9.993487108
2/1/2023 4:45,44.66666667,10.14490358
2/1/2023 5:00,44,9.993487108
2/1/2023 5:15,45.66333333,10.3712712
2/1/2023 5:30,46.55666667,10.57416928
2/1/2023 5:45,45.22333333,10.27133633
2/1/2023 6:00,45.92376183,10.43042095
2/1/2023 6:15,48.90632536,11.10783482
2/1/2023 6:30,46.88888889,10.64962515
2/1/2023 6:45,48,10.90198594
2/1/2023 7:00,48.88888889,11.10387456
2/1/2023 7:15,53.88888889,12.2394981
2/1/2023 7:30,57.22222222,12.99658046
2/1/2023 7:45,61.66666667,14.0060236
2/1/2023 8:00,57.44444444,13.04705261
2/1/2023 8:15,59.11111111,13.42559379
2/1/2023 8:30,55.55555556,12.61803928
2/1/2023 8:45,54.44444444,12.36567849
2/1/2023 9:00,55.11111111,12.51709496
2/1/2023 9:15,51.88888889,11.78524869
2/1/2023 9:30,53.88888889,12.2394981
2/1/2023 9:45,55.55555556,12.61803928
2/1/2023 10:00,56,12.71898359
2/1/2023 10:15,52.33333333,11.886193
2/1/2023 10:30,55.66666667,12.64327536
2/1/2023 10:45,54.66666667,12.41615065
2/1/2023 11:00,56.71796327,12.88205079
2/1/2023 11:15,55.68548136,12.64754864
2/1/2023 11:30,63.68333333,14.46405842
2/1/2023 11:45,60.75888889,13.79984484
2/1/2023 12:00,55.89111111,12.69425224
2/1/2023 12:15,57.88444444,13.14698748
2/1/2023 12:30,53.44555556,12.13880615
2/1/2023 12:45,54.11222222,12.29022262
2/1/2023 13:00,53.21777778,12.08707218
2/1/2023 13:15,51.77888889,11.76026497
2/1/2023 13:30,53.78222222,12.21527146
2/1/2023 13:45,50.77222222,11.5316261
2/1/2023 14:00,51.89111111,11.78575341
2/1/2023 14:15,49.77222222,11.30450139
2/1/2023 14:30,52.45555556,11.91395269
2/1/2023 14:45,55.32666667,12.56605296
2/1/2023 15:00,50.66333333,11.50689474
2/1/2023 15:15,53.77888889,12.21451438
2/1/2023 15:30,50.44555556,11.45743203
2/1/2023 15:45,53.00631608,12.03904401
2/1/2023 16:00,51.49377852,11.69550936
2/1/2023 16:15,54.11333333,12.29047498
2/1/2023 16:30,53.89333333,12.24050754
2/1/2023 16:45,55.34,12.56908129
2/1/2023 17:00,55.32,12.56453879
